"Ramo","Póliza","Endoso","Fecha emisión","Inicio de Vigencia","Moneda","Total","Tipo Mov."
"04","3190218781","320428","2020-02-12","2020-02-11","00","0.00","Sin Prima"
"04","3190220006","320427","2020-02-12","2020-02-11","00","0.00","Sin Prima"
"04","3190218960","320426","2020-02-12","2020-02-11","00","0.00","Sin Prima"
"04","3190219620","320425","2020-02-12","2020-02-11","00","0.00","Sin Prima"
"04","3190219770","320424","2020-02-12","2020-02-11","00","0.00","Sin Prima"
"04","3190218524","320423","2020-02-12","2020-02-11","00","0.00","Sin Prima"
"04","3190219592","320422","2020-02-12","2020-02-11","00","0.00","Sin Prima"
"04","0003679587","000000","2020-02-12","2020-02-11","00","10607.31","Poliza"
"04","3190219592","125050","2020-02-12","2020-02-01","00","1315.42","Incremento de Recargos"
"04","3190227778","000000","2020-02-12","2020-02-11","00","98225.85","Poliza"
"04","3190227759","000000","2020-02-12","2020-02-11","00","8577.31","Poliza"
"04","3190228058","000000","2020-02-13","2020-02-13","00","22851.72","Poliza"
"04","3190228036","000000","2020-02-13","2020-02-13","00","15543.07","Poliza"
"04","3190228026","000000","2020-02-13","2020-02-13","00","3772.20","Poliza"
"04","3190228021","000000","2020-02-13","2020-02-13","00","50982.46","Poliza"
"04","3190227931","000000","2020-02-13","2020-02-12","00","13348.80","Poliza"
"04","3190228339","000000","2020-02-14","2020-02-14","00","17135.40","Poliza"
"04","3190228036","227458","2020-02-14","2020-02-13","00","-227.14","Disminucion de Recargos"
"04","3190228152","000000","2020-02-14","2020-02-14","00","3357.41","Poliza"
"04","0003662796","119220","2020-02-14","2020-02-14","00","5709.16","Rehabilitacion"
"04","3190220001","125247","2020-02-14","2020-02-13","00","14622.59","Rehabilitacion"
"04","0003616040","119194","2020-02-14","2020-02-10","00","6517.37","Rehabilitacion"
"04","0003682474","000000","2020-02-14","2020-02-10","00","7267.90","Poliza"
"04","0003610247","288494","2020-02-15","2020-01-25","00","-5034.48","Anulacion"
"04","3190196097","279438","2020-02-15","2020-01-26","00","-13883.04","Cancelacion"
"04","3190200605","279433","2020-02-15","2020-01-24","00","-9479.94","Anulacion"
"04","3190201078","279431","2020-02-15","2020-01-28","00","-3201.36","Anulacion"
"04","3190201492","279429","2020-02-15","2020-01-30","00","-28584.54","Anulacion"
"04","3190210557","279354","2020-02-15","2020-01-12","00","-23548.57","Anulacion"
"04","3190213873","279329","2020-02-15","2020-01-10","00","-14975.03","Anulacion"
"04","3190214148","279317","2020-02-15","2020-01-12","00","-75426.60","Anulacion"
"04","3190214155","279316","2020-02-15","2020-01-12","00","-76066.23","Anulacion"
"04","3190214156","279315","2020-02-15","2020-01-12","00","-62500.99","Anulacion"
"04","3190214157","279314","2020-02-15","2020-01-12","00","-61577.70","Anulacion"
"04","3190214158","279313","2020-02-15","2020-01-12","00","-81685.53","Anulacion"
"04","3190214161","279312","2020-02-15","2020-01-12","00","-82040.35","Anulacion"
"04","3190216118","279298","2020-02-15","2020-01-15","00","-20978.91","Anulacion"
"04","3190216121","279297","2020-02-15","2020-01-15","00","-20978.91","Anulacion"
"04","3190217929","279282","2020-02-15","2020-01-23","00","-8913.43","Anulacion"
"04","3190228363","000000","2020-02-15","2020-02-14","00","97854.40","Poliza"
"04","3190228353","000000","2020-02-15","2020-02-15","00","3998.38","Poliza"
"04","3190228394","000000","2020-02-16","2020-02-16","00","25644.19","Poliza"
"04","3190228393","000000","2020-02-16","2020-02-16","00","70516.64","Poliza"
"04","3190228525","000000","2020-02-17","2020-02-17","00","15823.59","Poliza"
"04","3190219368","289732","2020-02-17","2020-01-31","00","-22246.89","Anulacion"
"04","0003683542","000000","2020-02-17","2020-02-17","00","22603.23","Poliza"
"04","0003683482","000000","2020-02-17","2020-02-10","00","8986.33","Poliza"
"04","0003661251","119290","2020-02-17","2020-02-13","00","21884.14","Rehabilitacion"
"04","0003683335","000000","2020-02-17","2020-02-13","00","19193.08","Poliza"
"04","0003684832","000000","2020-02-18","2020-02-17","00","20550.95","Poliza"
"04","3190228644","000000","2020-02-18","2020-02-18","00","16719.34","Poliza"
"04","3190228584","000000","2020-02-18","2020-02-18","00","4798.21","Poliza"
"04","3190228558","000000","2020-02-18","2020-02-17","00","14378.54","Poliza"
"04","3190228781","000000","2020-02-19","2020-02-19","00","20314.72","Poliza"
"04","3190228780","000000","2020-02-19","2020-02-19","00","27448.44","Poliza"
"04","3190228690","000000","2020-02-19","2020-02-18","00","16173.85","Poliza"
"04","3190229247","000000","2020-02-20","2020-02-20","00","12670.24","Poliza"
"04","3190229228","000000","2020-02-20","2020-02-20","00","9090.44","Poliza"
"04","3190229227","000000","2020-02-20","2020-02-20","00","7020.25","Poliza"
"04","3190213324","120531","2020-02-20","2020-01-07","00","15307.42","Rehabilitacion"
"04","3190213325","120530","2020-02-20","2020-01-06","00","16020.02","Rehabilitacion"
"04","3190213327","120529","2020-02-20","2020-01-07","00","14904.64","Rehabilitacion"
"04","3190228805","000000","2020-02-20","2020-02-19","00","12983.68","Poliza"
"04","3190229280","000000","2020-02-21","2020-02-21","00","12015.52","Poliza"
"04","0003661264","211665","2020-02-22","2020-01-21","00","-7677.27","Cancelacion"
"04","0003661762","211623","2020-02-22","2020-01-21","00","-14479.98","Anulacion"
"04","0003661861","211621","2020-02-22","2020-01-21","00","-238015.17","Anulacion"
"04","3190201801","203852","2020-02-22","2020-02-01","00","-26681.31","Cancelacion"
"04","3190201829","203851","2020-02-22","2020-02-01","00","-15557.34","Cancelacion"
"04","3190202309","203751","2020-02-22","2020-02-04","00","-11158.41","Cancelacion"
"04","3190211340","203667","2020-02-22","2020-02-02","00","-18975.66","Anulacion"
"04","3190217092","203370","2020-02-22","2020-01-18","00","-99292.74","Anulacion"
"04","3190217097","203369","2020-02-22","2020-01-20","00","-34398.05","Anulacion"
"04","3190217389","203367","2020-02-22","2020-01-20","00","-6967.68","Anulacion"
"04","3190217582","203366","2020-02-22","2020-01-21","00","-4852.80","Anulacion"
"04","3190218177","203357","2020-02-22","2020-01-24","00","-18854.19","Anulacion"
"04","3190218367","203356","2020-02-22","2020-01-25","00","-54292.61","Anulacion"
"04","3190218781","203351","2020-02-22","2020-01-28","00","-19808.95","Anulacion"
"04","3190219072","203350","2020-02-22","2020-01-27","00","-99272.99","Anulacion"
"04","3190219247","203349","2020-02-22","2020-01-30","00","-6897.41","Anulacion"
"04","3190229468","000000","2020-02-22","2020-02-22","00","13099.31","Poliza"
"04","3190229466","000000","2020-02-22","2020-02-22","00","7696.59","Poliza"
"04","3190229465","000000","2020-02-22","2020-02-22","00","7548.29","Poliza"
"04","3190229458","000000","2020-02-22","2020-02-22","00","7679.63","Poliza"
"04","3190229457","000000","2020-02-22","2020-02-22","00","11165.92","Poliza"
"04","3190229454","000000","2020-02-22","2020-02-22","00","7463.53","Poliza"
"04","3190229453","000000","2020-02-22","2020-02-22","00","10513.25","Poliza"
"04","3190229452","000000","2020-02-22","2020-02-24","00","21775.75","Poliza"
"04","3190229489","000000","2020-02-23","2020-02-23","00","102927.77","Poliza"
"04","3190229661","000000","2020-02-24","2020-02-24","00","7801.34","Poliza"
"04","0003661861","123772","2020-02-24","2020-01-21","00","238015.17","Rehabilitacion"
"04","3190229590","320740","2020-02-24","2020-02-24","00","0.00","Sin Prima"
"04","0003688452","000000","2020-02-24","2020-02-24","00","39509.58","Poliza"
"04","3190228584","125321","2020-02-24","2020-02-24","00","691.45","Rehabilitacion"
"04","3190229590","000000","2020-02-24","2020-02-24","00","6932.59","Poliza"
"04","3190229790","000000","2020-02-25","2020-02-25","00","71213.47","Poliza"
"04","3190229788","000000","2020-02-25","2020-02-25","00","8399.01","Poliza"
"04","3190229785","000000","2020-02-25","2020-02-25","00","10295.38","Poliza"
"04","3190229776","000000","2020-02-25","2020-02-25","00","21404.47","Poliza"
"04","3190210557","124006","2020-02-25","2020-01-12","00","23548.57","Rehabilitacion"
"04","3190210061","320751","2020-02-25","2020-02-25","00","0.00","Sin Prima"
"04","3190220147","213922","2020-02-25","2020-02-06","00","-7191.26","Anulacion"
"04","0003688945","000000","2020-02-25","2020-02-06","00","10708.86","Poliza"
"04","3190228780","125333","2020-02-25","2020-02-25","00","69.91","Rehabilitacion"
"04","3190229991","000000","2020-02-26","2020-02-26","00","6651.30","Poliza"
"04","3190229990","000000","2020-02-26","2020-02-26","00","9039.11","Poliza"
"04","3190229988","000000","2020-02-26","2020-02-26","00","10083.16","Poliza"
"04","3190229987","000000","2020-02-26","2020-02-26","00","19994.20","Poliza"
"04","3190229986","000000","2020-02-26","2020-02-26","00","83948.12","Poliza"
"04","3190229985","000000","2020-02-26","2020-02-26","00","11722.82","Poliza"
"04","3190229983","000000","2020-02-26","2020-02-26","00","15823.59","Poliza"
"04","3190229982","000000","2020-02-26","2020-02-26","00","9247.81","Poliza"
"04","3190229981","000000","2020-02-26","2020-02-26","00","23149.90","Poliza"
"04","3190229978","000000","2020-02-26","2020-02-26","00","9378.14","Poliza"
"04","3190229977","000000","2020-02-26","2020-02-26","00","20969.41","Poliza"
"04","0003661861","119955","2020-02-26","2020-02-25","00","64201.89","Rehabilitacion"
"04","0003683482","119952","2020-02-26","2020-02-25","00","3740.00","Rehabilitacion"
"04","3190229776","125352","2020-02-26","2020-02-25","00","14521.41","Rehabilitacion"
"04","3190230129","000000","2020-02-27","2020-02-27","00","23472.38","Poliza"
"04","3190230128","000000","2020-02-27","2020-02-27","00","51881.49","Poliza"
"04","3190230127","000000","2020-02-27","2020-02-27","00","6837.14","Poliza"
"04","3190230126","000000","2020-02-27","2020-02-27","00","5913.70","Poliza"
"04","3190230123","000000","2020-02-27","2020-02-27","00","8000.11","Poliza"
"04","3190200120","127306","2020-02-27","2020-01-21","00","55368.18","Rehabilitacion"
"04","3190230028","000000","2020-02-27","2020-02-27","00","25532.55","Poliza"
"04","0003690402","000000","2020-02-27","2020-02-24","00","27360.31","Poliza"
"04","0003690398","000000","2020-02-27","2020-02-24","00","26401.38","Poliza"
"04","3190230332","000000","2020-02-28","2020-02-28","00","62080.08","Poliza"
"04","3190230331","000000","2020-02-28","2020-02-28","00","7895.70","Poliza"
"04","3190230329","000000","2020-02-28","2020-02-28","00","7773.03","Poliza"
"04","3190230328","000000","2020-02-28","2020-02-28","00","7915.32","Poliza"
"04","3190230319","000000","2020-02-28","2020-03-06","00","29915.44","Poliza"
"04","3190230309","000000","2020-02-28","2020-02-28","00","5813.06","Poliza"
"04","3190229458","320895","2020-02-28","2020-02-28","00","0.00","Sin Prima"
"04","3190230229","000000","2020-02-28","2020-02-28","00","4505.90","Poliza"
"04","3190230218","000000","2020-02-28","2020-02-28","00","8903.92","Poliza"
"04","3190230215","000000","2020-02-28","2020-02-28","00","5913.70","Poliza"
"04","3190230210","000000","2020-02-28","2020-02-28","00","5281.50","Poliza"
"04","3190230199","000000","2020-02-28","2020-02-28","00","14898.04","Poliza"
"04","3190230186","000000","2020-02-28","2020-02-28","00","15823.59","Poliza"
"04","3190200605","128630","2020-02-28","2020-01-24","00","9479.94","Rehabilitacion"
"04","0003667718","238232","2020-02-29","2020-01-30","00","-32015.62","Anulacion"
"04","3190218366","229494","2020-02-29","2020-01-25","00","-80646.54","Anulacion"
"04","3190218371","229493","2020-02-29","2020-01-25","00","-7496.01","Anulacion"
"04","3190218377","229492","2020-02-29","2020-01-25","00","-21091.32","Anulacion"
"04","3190218524","229490","2020-02-29","2020-01-27","00","-20978.91","Anulacion"
"04","3190218531","229489","2020-02-29","2020-01-27","00","-19994.20","Anulacion"
"04","3190218775","229486","2020-02-29","2020-01-28","00","-17261.87","Anulacion"
"04","3190218882","229485","2020-02-29","2020-01-29","00","-9646.92","Anulacion"
"04","3190218933","229484","2020-02-29","2020-01-29","00","-8558.64","Anulacion"
"04","3190219075","229483","2020-02-29","2020-01-28","00","-58310.65","Anulacion"
"04","3190219080","229482","2020-02-29","2020-01-28","00","-60465.44","Anulacion"
"04","3190220005","229481","2020-02-29","2020-02-05","00","-7125.37","Anulacion"
"04","3190230354","000000","2020-02-29","2020-02-29","00","9322.48","Poliza"
"04","3190230380","000000","2020-03-01","2020-03-01","00","78285.33","Poliza"
"04","3190230378","000000","2020-03-01","2020-03-01","00","5514.84","Poliza"
"04","3190230377","000000","2020-03-01","2020-03-01","00","4502.90","Poliza"
"04","3190230376","000000","2020-03-01","2020-03-01","00","9058.41","Poliza"
"04","3190230542","000000","2020-03-02","2020-02-24","00","94879.57","Poliza"
"04","3190230541","000000","2020-03-02","2020-03-02","00","4911.74","Poliza"
"04","3190230540","000000","2020-03-02","2020-03-02","00","7611.48","Poliza"
"04","3190230538","000000","2020-03-02","2020-03-02","00","15781.94","Poliza"
"04","3190230537","000000","2020-03-02","2020-03-02","00","10429.54","Poliza"
"04","3190230535","000000","2020-03-02","2020-03-02","00","10429.54","Poliza"
"04","3190230524","000000","2020-03-02","2020-03-02","00","20913.71","Poliza"
"04","3190230521","000000","2020-03-02","2020-03-02","00","71102.03","Poliza"
"04","3190230518","000000","2020-03-02","2020-03-02","00","91592.95","Poliza"
"04","3190230517","000000","2020-03-02","2020-03-02","00","20923.19","Poliza"
"04","3190230515","000000","2020-03-02","2020-03-02","00","9098.82","Poliza"
"04","3190230514","000000","2020-03-02","2020-03-02","00","20448.05","Poliza"
"04","0003696346","000000","2020-03-02","2020-02-27","00","9497.71","Poliza"
"04","0003696330","000000","2020-03-02","2020-02-27","00","29779.72","Poliza"
"04","0003696252","000000","2020-03-02","2020-02-27","00","32591.02","Poliza"
"04","3190209355","131216","2020-03-02","2020-01-17","00","5866.96","Rehabilitacion"
"04","3190230123","320914","2020-03-02","2020-02-28","00","0.00","Sin Prima"
"04","3190201801","131197","2020-03-02","2020-02-01","00","26681.31","Rehabilitacion"
"04","3190230730","000000","2020-03-03","2020-03-03","00","8782.59","Poliza"
"04","3190230728","000000","2020-03-03","2020-03-03","00","6262.47","Poliza"
"04","3190230727","000000","2020-03-03","2020-03-03","00","6262.47","Poliza"
"04","3190230726","000000","2020-03-03","2020-03-03","00","6262.47","Poliza"
"04","3190230724","000000","2020-03-03","2020-03-03","00","6262.47","Poliza"
"04","3190230721","000000","2020-03-03","2020-03-03","00","6262.47","Poliza"
"04","3190230718","000000","2020-03-03","2020-03-03","00","13415.57","Poliza"
"04","3190230703","000000","2020-03-03","2020-03-03","00","86252.70","Poliza"
"04","3190230633","000000","2020-03-03","2020-03-03","00","16244.69","Poliza"
"04","3190230623","000000","2020-03-03","2020-03-03","00","5134.65","Poliza"
"04","0003667718","131877","2020-03-03","2020-01-30","00","32015.62","Rehabilitacion"
"04","3190230557","000000","2020-03-03","2020-03-03","00","21717.84","Poliza"
"04","3190228558","125425","2020-03-04","2020-02-17","00","619.52","Incremento de Recargos"
"04","3190230329","320974","2020-03-04","2020-03-04","00","0.00","Sin Prima"
"04","3190230838","000000","2020-03-04","2020-03-04","00","95659.33","Poliza"
"04","3190230836","000000","2020-03-04","2020-03-04","00","79133.23","Poliza"
"04","3190230833","000000","2020-03-04","2020-03-04","00","25561.32","Poliza"
"04","3190230827","000000","2020-03-04","2020-03-04","00","11448.76","Poliza"
"04","3190230803","000000","2020-03-04","2020-03-04","00","5190.48","Poliza"
"04","3190230793","000000","2020-03-04","2020-03-04","00","55413.97","Poliza"
"04","0003697651","000000","2020-03-04","2020-02-29","00","12699.20","Poliza"
"04","3190230765","000000","2020-03-04","2020-03-04","00","14881.77","Poliza"
"04","3190229981","320957","2020-03-04","2020-03-04","00","0.00","Sin Prima"
"04","0003697479","000000","2020-03-04","2020-02-27","00","14834.79","Poliza"
"04","3190231115","000000","2020-03-05","2020-03-05","00","8778.57","Poliza"
"04","3190231113","000000","2020-03-05","2020-03-05","00","12585.08","Poliza"
"04","3190231112","000000","2020-03-05","2020-03-05","00","17795.55","Poliza"
"04","3190231111","000000","2020-03-05","2020-03-05","00","9793.78","Poliza"
"04","3190231110","000000","2020-03-05","2020-03-05","00","11719.63","Poliza"
"04","3190231109","000000","2020-03-05","2020-03-05","00","34254.79","Poliza"
"04","3190231108","000000","2020-03-05","2020-03-05","00","19497.78","Poliza"
"04","3190231032","000000","2020-03-05","2020-03-05","00","5084.64","Poliza"
"04","3190230309","320980","2020-03-05","2020-03-05","00","0.00","Sin Prima"
"04","3190231027","000000","2020-03-05","2020-03-05","00","5291.31","Poliza"
"04","3190230988","000000","2020-03-05","2020-03-05","00","15295.67","Poliza"
"04","3190231252","000000","2020-03-06","2020-03-06","00","89176.72","Poliza"
"04","3190231251","000000","2020-03-06","2020-03-06","00","5273.82","Poliza"
"04","3190231248","000000","2020-03-06","2020-03-06","00","5881.11","Poliza"
"04","3190231243","000000","2020-03-06","2020-03-06","00","4613.60","Poliza"
"04","3190231241","000000","2020-03-06","2020-03-06","00","5595.06","Poliza"
"04","3190231240","000000","2020-03-06","2020-03-06","00","5595.06","Poliza"
"04","3190231234","000000","2020-03-06","2020-03-06","00","33447.16","Poliza"
"04","3190231229","000000","2020-03-06","2020-03-06","00","5948.91","Poliza"
"04","3190231227","000000","2020-03-06","2020-03-06","00","33958.86","Poliza"
"04","3190231213","000000","2020-03-06","2020-03-06","00","7398.47","Poliza"
"04","3190231185","000000","2020-03-06","2020-03-06","00","9359.05","Poliza"
"04","3190231163","000000","2020-03-06","2020-03-06","00","26711.17","Poliza"
"04","3190201492","134505","2020-03-06","2020-01-30","00","28584.54","Rehabilitacion"
"04","3190219247","134504","2020-03-06","2020-01-30","00","6897.41","Rehabilitacion"
"04","3190231139","000000","2020-03-06","2020-03-06","00","15636.89","Poliza"
"04","0003634461","265807","2020-03-07","2020-02-15","00","-11375.85","Cancelacion"
"04","0003661251","265615","2020-03-07","2020-02-16","00","-41871.61","Anulacion"
"04","0003688945","265302","2020-03-07","2020-02-06","00","-10708.86","Anulacion"
"04","3190209355","255251","2020-03-07","2020-02-17","00","-5333.60","Cancelacion"
"04","3190209660","255250","2020-03-07","2020-02-19","00","-82654.60","Anulacion"
"04","3190219484","255143","2020-03-07","2020-01-31","00","-6220.57","Anulacion"
"04","3190219505","255142","2020-03-07","2020-01-31","00","-6312.42","Anulacion"
"04","3190219551","255141","2020-03-07","2020-01-31","00","-89189.18","Anulacion"
"04","3190219592","255140","2020-03-07","2020-02-01","00","-56704.27","Anulacion"
"04","3190219592","255139","2020-03-07","2020-02-01","00","-1315.42","Disminucion de Recargos"
"04","3190219620","255138","2020-03-07","2020-02-02","00","-67401.32","Anulacion"
"04","3190219770","255137","2020-03-07","2020-02-04","00","-7915.32","Anulacion"
"04","3190219775","255136","2020-03-07","2020-02-04","00","-15275.01","Anulacion"
"04","3190219812","255134","2020-03-07","2020-02-04","00","-84553.54","Anulacion"
"04","3190219999","255131","2020-03-07","2020-02-05","00","-47626.41","Anulacion"
"04","3190220001","255130","2020-03-07","2020-02-05","00","-53308.01","Anulacion"
"04","3190220003","255129","2020-03-07","2020-02-05","00","-83643.55","Anulacion"
"04","3190220025","255127","2020-03-07","2020-02-05","00","-51761.13","Anulacion"
"04","3190224985","255126","2020-03-07","2020-02-06","00","-25532.55","Anulacion"
"04","3190224989","255125","2020-03-07","2020-02-06","00","-17735.25","Anulacion"
"04","3190224993","255124","2020-03-07","2020-02-07","00","-8375.97","Anulacion"
"04","3190224993","255123","2020-03-07","2020-02-07","00","-353.63","Disminucion de Recargos"
"04","3190225029","255122","2020-03-07","2020-02-07","00","-19133.90","Anulacion"
"04","3190225032","255121","2020-03-07","2020-02-07","00","-12581.27","Anulacion"
"04","3190225043","255120","2020-03-07","2020-02-08","00","-19605.69","Anulacion"
"04","3190225044","255119","2020-03-07","2020-02-08","00","-12109.48","Anulacion"
"04","3190227738","255118","2020-03-07","2020-02-11","00","-6204.55","Anulacion"
"04","3190228036","255117","2020-03-07","2020-02-13","00","-15543.07","Anulacion"
"04","3190228036","135482","2020-03-07","2020-02-13","00","227.14","Incremento de Recargos"
"04","3190231277","000000","2020-03-07","2020-03-07","00","58751.16","Poliza"
"04","3190231275","000000","2020-03-07","2020-03-07","00","32812.17","Poliza"
"04","3190231274","000000","2020-03-07","2020-03-07","00","4536.15","Poliza"
"04","3190231273","000000","2020-03-07","2020-03-07","00","21159.66","Poliza"
"04","3190231272","000000","2020-03-07","2020-03-07","00","16297.30","Poliza"
"04","3190231266","000000","2020-03-07","2020-03-09","00","12570.22","Poliza"
"04","3190231965","000000","2020-03-09","2020-03-09","00","20236.76","Poliza"
"04","3190231964","000000","2020-03-09","2020-03-09","00","17183.97","Poliza"
"04","3190231963","000000","2020-03-09","2020-03-09","00","41399.08","Poliza"
"04","3190231957","000000","2020-03-09","2020-03-09","00","60511.96","Poliza"
"04","3190218524","136656","2020-03-09","2020-01-27","00","20978.91","Rehabilitacion"
"04","3190231951","000000","2020-03-09","2020-03-09","00","14644.20","Poliza"
"04","3190231914","000000","2020-03-09","2020-03-09","00","19703.63","Poliza"
"04","3190231912","000000","2020-03-09","2020-03-09","00","9868.04","Poliza"
"04","3190231911","000000","2020-03-09","2020-03-09","00","19703.63","Poliza"
"04","3190230328","321025","2020-03-09","2020-03-09","00","0.00","Sin Prima"
"04","3190231877","000000","2020-03-09","2020-03-09","00","21399.98","Poliza"
"04","3190231876","000000","2020-03-09","2020-03-09","00","48615.32","Poliza"
"04","3190231874","000000","2020-03-09","2020-03-09","00","20793.26","Poliza"
"04","3190231870","000000","2020-03-09","2020-03-09","00","4416.02","Poliza"
"04","0003702248","000000","2020-03-09","2020-03-06","00","22126.01","Poliza"
"04","3190240079","000000","2020-03-10","2020-03-10","00","54790.81","Poliza"
"04","3190240077","000000","2020-03-10","2020-03-10","00","76621.98","Poliza"
"04","3190240074","000000","2020-03-10","2020-03-10","00","20189.90","Poliza"
"04","3190240073","000000","2020-03-10","2020-03-10","00","21035.28","Poliza"
"04","3190240030","000000","2020-03-10","2020-03-10","00","49166.47","Poliza"
"04","3190231982","000000","2020-03-10","2020-03-10","00","21717.84","Poliza"
"04","3190240240","000000","2020-03-11","2020-03-11","00","5614.85","Poliza"
"04","3190240238","000000","2020-03-11","2020-03-11","00","47761.28","Poliza"
"04","3190240237","000000","2020-03-11","2020-03-11","00","21224.15","Poliza"
"04","3190240231","000000","2020-03-11","2020-03-11","00","14188.08","Poliza"
"04","3190240226","000000","2020-03-11","2020-03-11","00","6276.34","Poliza"
"04","3190240222","000000","2020-03-11","2020-03-11","00","40625.79","Poliza"
"04","0003659663","350387","2020-03-11","2020-03-11","00","0.00","Sin Prima"
"04","3190240220","000000","2020-03-11","2020-03-11","00","47399.06","Poliza"
"04","3190240160","000000","2020-03-11","2020-03-11","00","7044.44","Poliza"
"04","3190240159","000000","2020-03-11","2020-03-11","00","5827.17","Poliza"
"04","3190240149","000000","2020-03-11","2020-03-11","00","9237.17","Poliza"
"04","3190240147","000000","2020-03-11","2020-03-11","00","62031.77","Poliza"
"04","3190240135","000000","2020-03-11","2020-03-11","00","4880.78","Poliza"
"04","3190240094","000000","2020-03-11","2020-03-11","00","16043.57","Poliza"
"04","3190240379","000000","2020-03-12","2020-03-12","00","93530.59","Poliza"
"04","3190240378","000000","2020-03-12","2020-03-12","00","9694.57","Poliza"
"04","3190240376","000000","2020-03-12","2020-03-12","00","20923.19","Poliza"
"04","3190240375","000000","2020-03-12","2020-03-12","00","20923.19","Poliza"
"04","3190240360","000000","2020-03-12","2020-03-12","00","8867.82","Poliza"
"04","3190240355","000000","2020-03-12","2020-03-12","00","15670.89","Poliza"
"04","3190240222","125486","2020-03-12","2020-03-11","00","938.57","Incremento de Recargos"
"04","3190240220","125485","2020-03-12","2020-03-11","00","1097.33","Incremento de Recargos"
"04","3190240318","000000","2020-03-12","2020-03-12","00","15277.48","Poliza"
"04","0003704269","271396","2020-03-12","2020-03-11","00","-10704.25","Anulacion"
"04","0003704266","121093","2020-03-12","2020-03-11","00","10704.25","Rehabilitacion"
"04","0003704269","000000","2020-03-12","2020-03-11","00","10704.25","Poliza"
"04","0003704266","000000","2020-03-12","2020-03-11","00","33675.14","Poliza"
"04","3190240261","000000","2020-03-12","2020-03-12","00","19703.63","Poliza"
"04","3190240226","270998","2020-03-12","2020-03-11","00","-6276.34","Anulacion"
"04","0003704079","000000","2020-03-12","2020-03-11","00","6237.99","Poliza"
"04","3190240251","000000","2020-03-12","2020-03-12","00","6101.43","Poliza"
"04","3190240576","000000","2020-03-13","2020-03-13","00","87385.32","Poliza"
"04","3190240575","000000","2020-03-13","2020-03-13","00","76021.17","Poliza"
"04","3190240564","000000","2020-03-13","2020-03-13","00","8006.96","Poliza"
"04","3190240559","000000","2020-03-13","2020-03-13","00","9504.70","Poliza"
"04","3190240509","000000","2020-03-13","2020-03-13","00","10107.58","Poliza"
"04","3190240505","000000","2020-03-13","2020-03-13","00","6804.14","Poliza"
"04","3190230319","273484","2020-03-13","2020-03-06","00","-29915.44","Anulacion"
"04","0003705151","000000","2020-03-13","2020-03-06","00","25943.60","Poliza"
"04","3190240480","000000","2020-03-13","2020-03-13","00","21347.57","Poliza"
"04","3190240476","000000","2020-03-13","2020-03-13","00","4512.45","Poliza"
"04","3190240470","000000","2020-03-13","2020-03-13","00","13927.25","Poliza"
"04","3190240451","000000","2020-03-13","2020-03-13","00","21402.55","Poliza"
"04","3190240593","000000","2020-03-14","2020-03-25","00","11279.39","Poliza"
"04","0003661251","287422","2020-03-14","2020-02-13","00","-21884.14","Cancelacion"
"04","0003661861","287414","2020-03-14","2020-02-21","00","-214352.60","Cancelacion"
"04","3190191881","279174","2020-03-14","2020-02-21","00","-9484.81","Anulacion"
"04","3190219620","279123","2020-03-14","2020-02-09","00","-12953.98","Cancelacion"
"04","3190219999","279120","2020-03-14","2020-02-07","00","-8106.92","Cancelacion"
"04","3190220001","279119","2020-03-14","2020-02-13","00","-14622.59","Cancelacion"
"04","3190220003","279118","2020-03-14","2020-02-07","00","-12101.02","Cancelacion"
"04","3190225050","279117","2020-03-14","2020-02-08","00","-9338.13","Anulacion"
"04","3190225051","279116","2020-03-14","2020-02-08","00","-21856.50","Anulacion"
"04","3190225079","279115","2020-03-14","2020-02-09","00","-93228.91","Anulacion"
"04","3190227600","279114","2020-03-14","2020-02-10","00","-32618.19","Anulacion"
"04","3190227601","279113","2020-03-14","2020-02-10","00","-94300.08","Anulacion"
"04","3190227602","279112","2020-03-14","2020-02-10","00","-9633.46","Anulacion"
"04","3190227603","279111","2020-03-14","2020-02-11","00","-28754.38","Anulacion"
"04","3190227733","279107","2020-03-14","2020-02-10","00","-8126.15","Anulacion"
"04","3190227778","279105","2020-03-14","2020-02-11","00","-98225.85","Anulacion"
"04","3190227854","279102","2020-03-14","2020-02-12","00","-53978.79","Anulacion"
"04","3190227855","279101","2020-03-14","2020-02-12","00","-20698.03","Anulacion"
"04","3190228393","279097","2020-03-14","2020-02-16","00","-70516.64","Anulacion"
"04","3190240591","000000","2020-03-14","2020-03-14","00","86297.59","Poliza"
"04","3190240587","000000","2020-03-14","2020-03-14","00","5854.23","Poliza"
"04","3190240758","000000","2020-03-17","2020-03-17","00","77739.87","Poliza"
"04","3190240757","000000","2020-03-17","2020-03-17","00","3670.60","Poliza"
"04","3190240755","000000","2020-03-17","2020-03-17","00","6137.14","Poliza"
"04","3190240751","000000","2020-03-17","2020-03-30","00","21399.98","Poliza"
"04","3190240749","000000","2020-03-17","2020-03-17","00","19384.47","Poliza"
"04","3190240745","000000","2020-03-17","2020-03-17","00","34037.62","Poliza"
"04","3190240729","000000","2020-03-17","2020-03-17","00","8890.66","Poliza"
"04","3190240724","000000","2020-03-17","2020-03-17","00","21399.98","Poliza"
"04","3190240722","000000","2020-03-17","2020-03-17","00","21399.98","Poliza"
"04","3190240718","000000","2020-03-17","2020-03-17","00","21035.28","Poliza"
